"articulo","iditem","cod_familia","cod_sub_familia"
"DISCO DIAGRAMA PARA TACOGRAFO",7592,2,4
"GOMA DE LATEX 1.5 ESPESOR 3 MM",18978,2,9
"CAPSULA DE PORCELANA",3190,2,9
"GOMA MASTIC",37421,2,6
"MULTIPLACA EN GUATAMBU",30948,2,7
"LLAVE 11MM CHAPA (IMPRENTA)",5788,4,7
"RULO PARA ESTUFA A CUARZO",1767,2,9
"PINZA CURVA TIPO KELLY",15657,2,9
"PINZA DE CAMPO TIPO BACKHAUS",19988,2,9
"MANTENIMIENTO DE SISTEMA DE SEGURIDAD",75301,3,7
"BANCO ALTO DE MADERA",5543,4,8
"BUTACA DE METAL TAPIZADA",5244,4,8
"TABURETE ALTO DE BASE METALICA TAPIZADO CON RESPALDO GIRATORIO CON ALTURA REGULABLE",3757,4,8
"CAMPANA DE EXTRACCION (PARA LABORATORIO)",7056,4,3
"REGULADOR ELECTRICO",7528,2,9
"CONFECCION DE CARTEL PLOTEADO",12250,3,9
"RODAMIENTO UNA HILERA DE RODILLOS CONICOS",13471,2,8
"CONTROL PARA LIPIDO POR NEFELOMETRIA",36259,2,6
"PIPERACILINA-TAZOBACTAM (INYECTABLE)",26334,2,13
"TOMACORRIENTE INDUSTRIAL EMBUTIR 3POLOS+TIERRA (380 V)",29952,2,9
"CALIBRADOR DE CA 125 (EIA)",43316,2,6
"CALIBRADOR DE FERRITINA (EIA)",43317,2,6
"CONTROL DE HORMONA LUTEINIZANTE LH (EIA)",43319,2,6
"CONTROL DE CA 125 (EIA)",43318,2,6
"CONTROL DE INSULINA (EIA)",43321,2,6
"SOLUCION DECONTAMINANTE PARA EQUIPO ANALIZADOR DE INMUNOANALISIS (PEROXIDO, PEROXIACETICO)",43322,2,6
"FLUORESCEINA-PROPARACAINA (SOLUCION OFTALMICA)",43255,2,13
"CARCAZA DE TURBO",11161,2,12
"CAÑO DE CHAPA GALVANIZADA",31527,2,8
"PLANCHA ELECTRICA",13510,4,2
"IMPRESION DE NUMEROS",10746,3,2
"DELANTAL PARA PROTECCION DE RAYOS X",18562,2,9
"PELICULA RADIOGRAFICA SENSIBLE AL AZUL",15634,2,9
"PAÑAL DESCARTABLE PARA PREMATURO",34532,2,9
"MECHA DIAMETRO 2,5 MM PARA PEQUEÑOS FRAGMENTOS AO",24815,2,9
"PLACA BASE",21600,2,9
"LENTE PARA PROTECCION DE RAYOS X",19381,2,9
"TORNILLO CORTICAL 2,7 MM TIPO 28 MM",25077,2,9
"TORNILLO CORTICAL DIAMETRO 2,7 MM",25076,2,9
"REPARACION DE ESPOLON",43236,3,7
"FUNDA PARA ALMOHADA IMPERMEABLE",14370,2,3
"ESPATULA DE ACERO INOXIDABLE CON MANGO DE MADERA",41254,2,9
"ACTUALIZACION DEL CONTROLADOR GC/MSD",13604,4,3
"VALVA BREISKY",21409,2,9
"SEPARADOR ERINAS",20469,2,9
"TIJERA STEVENS MANGO DORADO",21154,2,9
"REPUESTO Y/O ACCESORIO DE ELECTROBISTURI",20267,2,9
"BROCOLI (USO HUMANO)",14417,2,1
"FILTRO DE COMBUSTIBLE (PARA AERONAVE)",29885,2,12
"CAMARA WEB",9454,10,43
"MICROFONO INALAMBRICO",8236,4,4
"DEHIDROEPIANDROSTERONA SULFATO (COMPRIMIDOS)",37170,2,13
"CAMISA DE COMPRESOR",22514,2,12
"CAMISA DEL PISTON PRINCIPAL (ACEITE) (CYLINDER BARREL OIL END)",3658,2,12
"PERNO DE PISTON 020",23182,2,12
"JUEGO DE AROS DE FUEGO DE PISTON DE MOTOR",27322,2,12
"CULATA DE MOTOR",22350,2,12
"COJINETE DE BIELA DE MOTOR 020",24136,2,12
"VOLANTE DE CIGUEÑAL",27578,2,12
"PELICULA PARA CAMARA FOTOGRAFICA DE REVELADO AUTOMATICO (TIPO POLAROID)",8028,2,6
"ESTANDAR DE ZEARALENONA",36392,2,6
"CARTUCHO DE PRECOLUMNA PARA HPLC",42343,2,12
"BOLSA COLECTORA DE ORINA",17497,2,9
"LADRILLO DE PRENSA",86,2,7
"GENERADOR DE SEÑALES",29153,4,4
"DETERMINACION DE SANGRE EN MATERIA FECAL",24332,3,8
"REACTIVO PARA DETERMINACION DE ACIDO VALPROICO",22205,2,6
"AGAR SABOURAUD CLORANFENICOL",21706,2,6
"REACTIVO PARA DETECCION DE CANNABINOIDES (MARIHUANA)",21937,2,6
"REACTIVO PARA DOSIFICACION DE BENZODIACEPINA",33815,2,6
"DETECCION DE ROTAVIRUS",27318,3,8
"REACTIVO PARA DETECCION DE COCAINA",22163,2,6
"SERVICIO DE TRANSCRIPCION",14785,3,2
"LLAVE DE PASO CON CAPUCHON",4848,2,8
"FERULA KAFO PROPILENO POSICION Y MARCHA",24772,2,9
"FERULA AFO POLIPROPILENO",24760,2,9
"DIMMER",8145,2,9
"CARPETA FORRADA EN PAPEL Y LOMO DE TELA",32573,2,4
"RAMPA METALICA",7800,2,8
"FORRO DE NYLON PARA CUADERNO",42967,2,9
"NEBULIZADOR SIN TUBULADURA",19693,2,9
"MANGUERA (PARA AERONAVE)",29897,2,12
"SONDA GASTRODUODENAL DE SILICONA",20761,2,9
"SUJETADOR DE SONDA NASOGASTRICA",15676,2,9
"BIOTOMO DESCARTABLE",17468,2,9
"IMAN PERMANENTE",36660,2,9
"REPUESTO PARA DETECTOR DE GASES",10029,2,9
"INSTALACION DE UPS",32921,3,9
"CAMBIO DE RODAMIENTO DE EMPUJE",43320,3,7
"DILUYENTE PARA ANTICUERPOS",27800,2,6
"CAJA METALICA EXTERIOR PARA INSTALACION ELECTRICA",7583,2,9
"ESPATULA DE ACERO INOXIDABLE",3266,2,9
"FRANKFURTER",141,2,1
"JAMONADA",25305,2,1
"SERVICIO DE FOTOGRAFIA",12586,3,9
"SOLUCION ANTICOAGULANTE ACD (ACIDO CITRICO, CITRATO DE SODIO, DEXTROSA)",22276,2,6
"LIMPIEZA DE TERMINACION DE OBRAS",940,3,9
"CATETER EMBOLECTOMIA",17991,2,9
"VITAMINA C (COMPRIMIDOS)",26451,2,13
"SUERO CONTROL 3 NIVELES",35709,2,6
"CONSTRUCCION DE REFUGIO",1150,6,2
"TELEFONO IP FIJO",9112,10,43
"ALARGUE PARA DADO DE ENCASTRE 1""",6192,2,8
"LAMPARA DE USO TELEFONICO",27985,2,9
"MAROMA DE CAMBIOS PARA BICICLETA",22811,2,12
"REPARACION DE CABLE CUENTA KILOMETROS",14853,3,7
"TEST PARA DETERMINACION DE LISTERIA MONOCYTOGENES",9896,2,6
"OTROS TERRENOS (A RECLASIFICAR)",12571,5,1
"TAPON PURGADOR DE AGUA",23488,2,12
"REACTIVO PARA DOSIFICACION DE PROCALCITONINA",36978,2,6
"REPUESTO Y/O ACCESORIO PARA ASCENSOR",13839,2,12
"TROCAR PARA INSERCION PERCUTANEO DE 4,5 MM DE DIAMETRO",21664,2,9
"REVESTIMIENTO EN YESO",9304,6,8
"REPARACION DE ANTENA SATELITAL",15177,3,7
"PROPERICIAZINA (USO VETERINARIO)",6157,2,6
"TURBIDIMETRO",5438,4,3
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI-HEPATITIS C",22074,2,6
"CALIBRADOR PARA DETECCION DE VIRUS HEPATITIS C (HCV)",21788,2,6
"ANTICUERPO ANTI-CORE HEPATITIS B (HBCAC)",31788,2,6
"REACTIVO DE FOSFATASA ALCALINA MET. CINETICO",21980,2,6
"LIGADURA ELASTICA",38714,2,9
"HISTEROMETRO",19078,2,9
"PINZA AMERICANA CURVA (PUNTA FUERTE)",32745,2,9
"PINZA ALLIS 20 CM",19930,2,9
"PINZA BACKHAUS",19951,2,9
"PINZA CORAZON",19978,2,9
"PINZA FOERSTERS 10MM",20039,2,9
"VALVA DEAVER Nº 9 30 CM 12"" (1-017)",21410,2,9
"VALVA GINECOLOGICA RECTA CON PALA DE 10 CM",21415,2,9
"IMPRESION EN OFFSET",761,3,2
"IMPRESION EN TIPOGRAFIA",763,3,2
"TORNILLO DE HIERRO ESTAMPADO CABEZA FRESADA",1868,2,8
"TUBO ESTERIL ENVASADO INDIVIDUALMENTE",21290,2,9
"TUBO POLIPROPILENO PPL (LINEA MARRON)",7962,2,6
"PLANCHA DE POLIETILENO",32892,2,6
"REPUESTO Y/O ACCESORIO PARA HOLTER",17626,2,12
"PLASMA CALIBRADOR PARA EQUIPO ANALIZADOR COAGULACION",43357,2,6
"EMULSION DE REFERENCIA PARA EQUIPO ANALIZADOR DE COAGULACION",29470,2,6
"REPUESTO Y/O ACCESORIO DE EQUIPO ANALIZADOR DE LABORATORIO CLINICO",7794,4,7
"CONTROL 3 NIVELES PARA IONOGRAMA",43342,2,6
"SOLUCION ACONDICIONADORA PARA ELECTRODO ION SELECTIVO (IONOGRAMA)",43341,2,6
"DRIVER DE CONTROLADOR",42443,10,43
"CONTROLADOR ELECTRONICO DE LLAMADAS PARA TELEFONO",34438,2,9
"CABLE ADAPTADOR (INTERLOCK)",12518,2,9
"RESORTE DE VALVULAS DE ESCAPE",5893,2,12
"SOMBRERO DE VALVULA DE MOTOR",11797,2,12
"BARRA DE COBRE ELECTROLITICO",11977,2,8
"DILUYENTE PARA TECNICA EN GEL",42119,2,6
"REPARACION DE COMPRESOR",4856,3,7
"MEDIO DE CULTIVO MFC",12154,2,6
"DOSIFICACION DE ALBUMINA EN SANGRE (ALBUMINEMIA)",35531,3,8
"CONFECCION DE CARTEL DE SEÑALIZACION",11560,3,9
"ESTUDIO INMUNOLOGICO EN SANGRE",35686,3,8
"SERVICIO DE DESTRUCCION Y DISPOSICION FINAL DE PAPELES CONTAMINADOS",43456,3,8
"EQUIPO DE VIDEOGRABACION PROFESIONAL",5266,4,4
"SOFTWARE PARA EQUIPO RADIOTRANSMISOR",29830,5,6
"OSTEOSINTESIS MAYOR INCLUYE IMPLANTES - KUNSTCHER",35802,3,8
"LAMPARA FILAMENTO SIMPLE PARA EQUIPO DE TRANSPORTE",30161,2,12
"TARJETA PARA TRANSPORTE DE ACIDOS NUCLEICOS (TIPO FTA)",32825,2,6
"REPARACION DE EXTINTOR",9569,3,9
"REPARACION DE FAROL",12556,3,7
"GOMA PARA EMBOLO DE VALVULA DE CISTERNA",3791,2,9
"ARRENDAMIENTO DE EXCAVADORA",7305,3,5
"BUJE DE CAJA DE CAMBIOS",79080,2,12
"EQUIPO BASE DE RADIOCOMUNICACION",5913,4,6
"EQUIPO DE RADIOTRANSMISION",8051,4,6
"EQUIPO DE REPETIDORA PARA RADIOFRECUENCIA",7668,4,6
"REPARACION DE TORRE DE COMUNICACION",13531,3,7
"TORRE PARA EQUIPO DE COMUNICACION",2814,4,6
"ACCESORIO COMPLETO CAJA",17124,2,9
"ESTRUCTURA METALICA PARA TORRE INDICADORA",10243,2,8
"MANGUERA PARA CABLES",34111,2,9
"JUEGO DE LLAVES DE TUBO",660,2,8
"INHIBIDOR DE LA C1-ESTEARASA DE PLASMA HUMANO",27575,2,13
"SERVICIO DE INTERNACION PSIQUIATRICA",35688,3,8
"DETECCION DEL GEN PML RARA O TRASLOCACION T(15,17)",33269,3,8
"DOSIFICACION DE ANTICUERPOS ANTI-XA (HEPARINA DE BAJO PESO MOLECULAR)",32938,3,8
"DOSIFICACION DE ACIDO LACTICO",27799,3,8
"REACTIVO PARA DETERMINACION DE KPTT",42563,2,6
"PUNTERO DE DIRECCION INTERIOR",61494,2,12
"REACTIVO DE ALDOLASA",33951,2,6
"CASSETTE DE CINTA PARA MAQUINA REGISTRADORA",27460,2,9
"TAPA DE CILINDROS DE MOTOR",24194,2,12
"ROTULADORA",10552,2,9
"CABLE ALTA FRECUENCIA PARA INSTRUMENTOS MONOPOLARES",17587,2,12
"APLICACION TERAPEUTICA DE IODO 131 RADIACTIVO - DOSIS 100 MCI",33014,3,8
"MODULO CON CAJONERA",30788,4,8
"COLOCADORA DE ESPIRALES",8736,2,9
"EQUIPOS LAVADORES DE CALLES PARA CAMION",5510,4,1
"DETECCION DE ANTICUERPOS ANTI-TREPONEMA PALIDUM (SIFILIS)- TECNICA FTA ABS EN SUERO",35633,3,8
"PROCESADOR DE DATOS PARA HPLC",4640,2,12
"MESA DE PLASTICO",6692,4,8
"COLOCACION DE TEJIDO",10425,3,7
"ENGRANAJE PARA FOTOCOPIADORA",12585,2,12
"DETECCION DE ANTICUERPOS ANTI-TREPONEMA PALIDUM (SIFILIS)- TECNICA TPHA EN LCR",43438,3,8
"BUZO DE VESTIR DE LANA PARA DAMA",346,2,3
"JUEGO REPARACION DE FUELLE DE HOMOCINETICA",8985,2,12
"JERINGA CARPULE",19166,2,9
"CUBA (CAMARA) PARA ELECTROFORESIS",42423,2,12
"LUPA BINOCULAR",4066,4,3
"MICROCENTRIFUGA",15537,4,3
"FUENTE DE LUZ PARA EQUIPO DE LABORATORIO",27147,2,12
"CAJA PARA CONGELACION Y/O ARCHIVO DE MICROTUBOS",43417,2,9
"HOJA DE POLIETILENO",32894,2,6
"PERNO DE ORUGA",43517,2,12
"BUJE DE ORUGA",43518,2,12
"PERNO MAESTRO",22844,2,12
"BUJE DE PERNO MAESTRO",43275,2,12
"ARANDELA DE ORUGA",43519,2,12
"ARTEFACTO DE ILUMINACION PARA JARDIN",9815,2,9
"MANTENIMIENTO DE CLARABOYA",14999,6,8
"CONJUNTO DE SUSPENSION EN COLUMNA PARA CONDUCTOR PREENSAMBLADO",8942,2,9
"CONJUNTO DE RETENCION EN COLUMNA PARA CABLE PREENSAMBLADO",8943,2,9
"INSTALACION DE ROUTER",15071,3,9
"VALVULA DE SEGURIDAD",22424,2,12
"REPUESTO DE DESTELLADOR",38332,2,12
"CONTROLADOR AUTOMATICO DE BOMBAS DE AGUA",28411,2,9
"CHALECO DE LANA PARA CABALLERO",9073,2,3
"TERMINAL PARA RIEL",4732,2,9
"SERVICIO DE AUDIO",4440,3,9
"CREMA DE LIMPIEZA ANTISEPTICA (LIMPIAMANOS P/GRAFICOS)",32393,2,6
"REPARACION DE RADIO DE AUTOMOVIL",12886,3,7
"CAMBIO DE SELLOS DE AGUA DE BLOCK (MEDALLON)",15212,3,7
"JERINGA PARA HPLC",4658,2,12
"BOLSA DE COLOSTOMIA 57",17516,2,9
"TUBULADURA PARA IRRIGADOR",21380,2,9
"TUBO DE PLASTICO DESCARTABLE",15910,2,9
"DISCO DE PAPEL DE LIJA PARA PIEZA DE MANO",18579,2,9
"SERVICIO DE MECANICA AUTOMOTRIZ",43576,3,7
"CINTA DE POLIESTER",31013,2,3
"BALON DE DILATACION NEFROSTOMIA",42687,2,9
"AGUJA PUNCION PARA GUIA 0,038""",42688,2,9
"SERVICIO DE DISEÑO GRAFICO",11397,3,8
"TINTA DE LUSTRE",835,2,6
"HORQUILLA (PARA AERONAVE)",29886,2,12
"MEJORADOR DE ADHERENCIA PARA MORTERO",32468,2,6
"LECTOR DE DVD",12432,10,43
"PELACABLE",10361,2,8
"TERMOSALINOMETRO",31762,4,3
"PORTA CRUCETAS CON UNIONES DESPLAZABLES PARA CARDAN DE TOMA DE FUERZA",10836,2,12
"INFORME ESTADISTICO",9857,3,8
"PESCADILLA DE RED EN BIFES SIN ESPINAS",43601,2,1
"RODILLO LUBRICANTE PARA FOTOCOPIADORA",31389,2,12
"CARBACHOL",26050,2,13
"DOBESILATO DE CALCIO (COMPRIMIDOS)",16751,2,13
"REPARACION DE ARTROSCOPIO",29474,3,7
"TIRA REACTIVA PARA F.T.A.",10505,2,6
"TUBO PARA SANGRE, AL VACIO, CON HEPARINA",42243,2,9
"ARCHIVADOR DE METAL",5518,4,8
"ARCHIVADOR DE MADERA Y METAL",5519,4,8
"CABLE PARA COMANDO DE ACELERADOR Y CAMBIO DE MARCHA",7902,2,12
"RAMAL DE PVC 90º MACHO-HEMBRA",36884,2,6
"CODO DE PVC DE 90 MACHO-HEMBRA CON ACOMETIDA",12981,2,6
"PUNTERO EJE MOTRIZ INFERIOR",23728,2,12
"SERVOFRENO",7294,2,12
"BOMBA LAVAPARABRISAS PARA EQUIPO DE TRANSPORTE",5474,2,12
"TABLERO ELECTRICO PARA EQUIPO DE TRANSPORTE",10958,2,12
"FAROL DE SEÑALERO PARA PARAGOLPES",23329,2,12
"CAÑO DE ESCAPE (PARA MOTO)",10335,2,12
"MANOPLA",16014,2,9
"FUSIBLE 10 AMPERE PARA MORCETO",14832,2,9
"JUNTA DE BANCADA",23116,2,12
"BUJE DE BASTIDOR",3673,2,12
"BASTIDOR DE MADERA",3672,2,7
"REACTIVO PARA DETECCION DE COLIFORMES Y E-COLI",31215,2,6
"REGULADOR (REGULATOR)",3641,2,12
"GUARDA CERAMICA",28373,2,7
"MOTOR DE ARRANQUE",6073,2,12
"LLAVE INVERSORA 500 V",14719,4,2
"LLAVE MEZCLADORA PARA COCINA",8314,2,8
"REVESTIMIENTO EN MDF",74856,6,8
"BOLSO PARA EQUIPO DE FOTOGRAFIA Y VIDEO",12014,2,3
"JUEGO DE REPARACION DE SERVOFRENO",23901,2,12
"ALUMBRE DE POTASIO",8247,2,6
"BRAZO TRASERO SUSPENSION",23267,2,12
"TOPE DE SUSPENSION",23494,2,12
"AMORTIGUADOR TRASERO (PARA MOTO)",11140,2,12
"PARRILLA INFERIOR RADIADOR",23177,2,12
"BUJE DE PARRILLA TRASERA",13353,2,12
"MUESTREADOR DE SUELOS",12529,4,3
"LICENCIA PARA SOFTWARE ANTIVIRUS",31615,5,6
"INFUSOR ELASTOMERICO",43639,2,9
"VITAMINAS ASOCIADAS",26459,2,13
"BUFANDA",41094,2,3
"ELECTRODO BASICO AWS E-7018 - AL (TIPO B21)",989,2,8
"GUANTES PARA MOTOCICLISTA",7745,2,3
"PANTALON DE JEAN PARA DAMA",362,2,3
"CAMISA DE TRABAJO DE MANGA LARGA UNISEX",75678,2,3
"FILTRO DE MEMBRANA ESTERIL",15812,2,9
"PINZA HEMOSTATICA",20048,2,9
"VOLANTE DE MOTOR",11645,2,12
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI-TOXOPLASMA GONDII IGM (TOXOPLASMOSIS)",22123,2,6
"PIOGLITAZONA (COMPRIMIDOS)",30079,2,13
"ALARGUE PARA CATETER SWAN GANZ",17344,2,9
"TAPA PARA FRASCO DE VIDRIO",13362,2,9
"REACTIVO PARA HEMOCULTIVOS AUTOMATIZADOS",33836,2,6
"COPA DE GOMA PARA PROFILAXIS",28485,2,9
"CUBETA PARA FLUORTOPICACION",18516,2,9
"VALES DE GASOLINA ESPECIAL 87 SP LIBRETA",7931,2,5
"PLANCHA DE PASTILLA DE VIDRIO (MOSAICO)",37712,2,7
"FILTRO DE PAPEL 142 DIAMETRO 142 MM",18794,2,9
"SARDINA",2987,2,1
"CIPROTERONA - ETINILESTRADIOL (COMPRIMIDOS)",25986,2,13
"CONFECCION DE CARTELERA",12447,3,9
"TAPABOCA ALTA EFICIENCIA N95",32653,2,9
"ANTIMICOTICO TOPICO (SOLUCION)",25958,2,13
"HEMOSTATICO OTROS",16834,2,13
"ETOFIBRATO (COMPRIMIDOS)",16778,2,13
"TICLOPIDINA (COMPRIMIDOS)",17069,2,13
"BALASTO PARA LAMPARA DE MERCURIO DE ALTA PRESION",5163,2,9
"BALASTO PARA LAMPARA DE SODIO DE ALTA PRESION",1367,2,9
"PORTALAMPARA DE PORCELANA PARA SPOT ROSCA EDISON",10770,2,9
"CINTA DE DESOBSTRUCCION ELECTRICA",6798,2,8
"TOMACORRIENTE DE PORCELANA BIPOLAR EXTERIOR",1199,2,9
"CUARZO EN POLVO",28568,2,2
"VACUNA ANTIMENINGOCOCCICA",25956,2,13
"LATEX PARA DETECCION DE NEUMOCOCO Y MONONUCLEOSIS",28077,2,6
"AGAR HEKTOEN ENTERIC (H E)",4929,2,6
"MALTODEXTRINA (USO ALIMENTICIO)",14042,2,1
"DISCO DE EDTA",36703,2,6
"ESTUDIO DE CELULARIDAD DE LIQUIDO CEFALORRAQUIDEO",38372,3,8
"CENTELLOGRAMA DE PERFUSION MIOCARDICA SENSIBILIZADO CON ESFUERZO ERGOMETRICO",35417,3,8
"ECODOPPLER VENOSO O ARTERIAL DE 2 MIEMBROS - NIÑO",33222,3,8
"CITALOPRAM (COMPRIMIDOS)",16698,2,13
"CARTUCHO PARA SUTURA MECANICA LINEAL CORTANTE 75 MM",17892,2,9
"CABLE PARA CHAPA DESCARTABLE DE BISTURI ELECTRICO",17640,2,12
"VASTAGO DE TROCAR",25225,2,9
"SUTURA MECANICA CIRCULAR 28 + 3 CARGAS",20930,2,9
"SUTURA NYLON MONOFILAMENTO 2-0",28339,2,9
"ROPA CAMPO FENESTRADO EN TELA NO TEJIDA 40 G/M2",20340,2,9
"CEPILLO PARA LAVADO QUIRURGICO DE MANOS",18222,2,9
"RECIPIENTE CON LOGO PARA DESCARTE DE MATERIAL CORTOPUNZANTE",17708,2,9
"IDEBENONA (COMPRIMIDOS)",16849,2,13
"ANTICORROSIVO CON ADITIVO",2003,2,6
"TUBO PARA TERMOSTATO",13022,2,12
"CUBETERA DE PLASTICO",11691,2,9
"PAPELERA PLASTICA PARA RESIDUOS EN LA VIA PUBLICA",11697,2,6
"TIJERA VANNAS",21107,2,9
"ELECTRODO PARA TENS (5XS CM) (FISIATRIA)",18640,2,9
"CUCHILLETE USO OFTALMOLOGICO",18528,2,9
"MICRO ESPONJA",19657,2,9
"FRASCO LAVADOR DE GASES",5390,2,7
"CEPILLO DE LIMPIEZA - FIBROBRONCOSCOPIA",27466,2,9
"LECHE MATERNIZADA",31555,2,13
"REPARACION DE CILINDRO DE FRENO DE EQUIPO DE TRANSPORTE",8674,3,7
"PINZA FINA DE CORNEA",15651,2,9
"MANGUERA CIRCUITO HIDRAULICO",11333,4,7
"TAPA TRASERA DE MOTOR DE ARRANQUE",22398,2,12
"PUERTA BLINDADA CON PLOMO PARA SALA DE RX",32944,2,8
"PROTESIS SIMPLE 8 MM",24982,2,9
"REPARACION DE SISTEMA HIDRAULICO DE VEHICULO PESADO",9599,3,7
"BOTA DERECHA CON REALCE Y ALC. ANT",17558,2,9
"FERULA ANTIEQUINO DE TERMOPLASTICO",26904,2,9
"FERULA TERMOPLASTICA CON ESTABILIZADOR METALICO",33982,2,9
"FERULA TERMOPLASTICA",24786,2,9
"BONIATO (USO ANIMAL)",11430,2,1
"ALAMBRE DE KIRSCHNER 2.0 MM L310",24627,2,9
"SUTURA CATGUT SIMPLE 0",20908,2,9
"FRASCO PARA ASPIRADOR TIPO FINOCHIETTO",27383,2,9
"SUTURA CATGUT SIMPLE 1",20910,2,9
"CINTA HIPOALERGENICA ELASTIZADA",18271,2,9
"ARRENDAMIENTO DE BPAP",27206,3,5
"ROPA CAMPO PARA MESA INSTRUMENTAL ESTERIL EN TELA NO TEJIDA MINIMO, MINIMO 40 G/M2",32531,2,9
"GOMA DE PEDAL DE EMBRAGUE",5878,2,12
"INTERRUPTOR DE CORTE DE MOTOR",34496,2,12
"SENSOR DE CUENTA REVOLUCIONES-TACOMETRO",5872,2,12
"INTERRUPTOR LUZ GUANTERA",23368,2,12
"ESPATULA AYRE",18678,2,9
"ESCALERA COLIZA DE ALUMINIO",8000,2,8
"TEE DE BRONCE ESPIGA CON ROSCA PARA CAÑO DE POLIETILENO",867,2,8
"TUBO (CUPLA) DE TERMOFUSION CON ROSCA METALICA HEMBRA (TF MACHO)",10270,2,6
"TAPA ROSCADA PARA SANITARIA",28442,2,6
"PUNTA INTERCAMBIABLE PARA DESTORNILLADOR (PALETA)",36890,2,8
"MEZCLADORA DE BATCHING STOCK",5847,4,1
"JUEGO DE REPARACION DE MORDAZA DE FRENO",23910,2,12
"MANTENIMIENTO DE MAQUINA CUENTA BILLETES Y MONEDAS",14998,3,7
"ARRENDAMIENTO DE COMPRESOR DE OXIGENO INDUSTRIAL",15022,3,5
"CIRUGIA DE COLUMNA",24269,3,8
"REACTIVO BLOQUEADOR DE PEROXIDASA",27087,2,6
"DETECCION DE ANTICUERPO ANTI - TSI (INMUNOGLOBULINA ESTIMULANTE DE TIROIDES)",27796,3,8
"DETERMINACION DEL PH ESOFAGICO EN NIÑOS (PHMETRIA)",27315,3,8
"BLOQUEADOR DIGITAL DE LLAMADAS SALIENTES",9818,10,43
"EQUIPO LLAMADOR ELECTRONICO",6984,10,43
"PROBETA DE VIDRIO GRADUADA",2662,2,7
"FRASCO DE VIDRIO GRADUADO",11139,2,7
"KIT ANESTESIA EPIDURAL COMPLETO",19256,2,9
"LLAVE TORX INTERIOR",42751,2,8
"ECODOPPLER DE VASOS RENALES - NIÑO",24444,3,8
"JALEA",13992,2,1
"ESTUDIO CROMOSOMICO DE PACIENTE HEMATOLOGICO",35629,3,8
"ENDOSCOPIA UROLOGICA",24470,3,8
"CORTISOLURIA DE 24 HORAS",33051,3,8
"RESONANCIA MAGNETICA DE CRANEO SIN CONTRASTE",33362,3,8
"TANQUE DE ASFALTO",16027,4,1
"ARENA VOLADORA",7,2,2
"DETECCION DE PORFIRINAS TOTALES EN ORINA",43738,3,8
"PUZZLE",9824,2,9
"SIN FIN CAJA DE DIRECCION",11804,2,12
"PESARIO",19898,2,9
"REACTIVO PARA SECUENCIACION DE HLA CLASE I POR SECUENCIADOR AUTOMATICO",22246,2,6
"CAÑO DE SALIDA FILTRO DE GASOIL",24113,2,12
"CAÑO DE SISTEMA EMBRAGUE HIDRAULICO",23576,2,12
"TAPON DE DEPOSITO DIRECCION",23776,2,12
"GOMA DE PUNTERO BARRA DE DIRECCION",26864,2,12
"COPITA CRASIS",18494,2,9
"SOLUCION ACIDA DILUCION 1/35 CA 2.0 MEQ",37005,2,13
"REACTIVO DE CORTISOL RITMO CIRCADIANO",21968,2,6
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI-TOXOPLASMA GONDII IGG (TOXOPLASMOSIS)",22121,2,6
"LAMPARA INCANDESCENTE REFLECTORA ROSCA MIGNON (E14)",13348,2,9
"APOSITO ESTERIL DE GASA VASELINADA",36927,2,9
"CONTROL BIOLOGICO DE ESTERILIZACION CON OXIDO DE ETILENO",19109,2,9
"MECHA DE COPA DIAMANTADA",43108,2,8
"FRESA PARA TROMPO DE CARPINTERO",15373,2,8
"TUBO PARA OXIGENO MEDICINAL PARA BUCEO",15928,2,8
"TUBO TRANSPARENTE ESTERIL",21334,2,9
"BATERIA PARA ESTACION TOTAL",9259,2,9
"CUADERNO L TRAVERS CON INDICE",26,2,4
"MEMBRILLO",28367,2,1
"REPARACION DE COMPRESOR ODONTOLOGICO",1790,3,7
"SERVICIO PARA SOFTWARE DE DISEÑO GRAFICO",7971,3,9
"SERVICIO DE ESTERILIZACION POR OXIDO DE ETILENO",14939,3,9
"ELECTRODO X.E.9000",10819,2,8
"BOLA DE ACERO PARA COAGULOMETRO",27992,2,12
"REGULADOR DE CORRIENTE CONSTANTE",67869,2,9
"PAPEL DE ALTA RESOLUCION PARA IMPRESORA",9013,2,4
"TIRANTE DE CEDRO",32835,2,7
"BARNIZ PARA FONDO DE LACA NITROCELULOSA",12987,2,6
"DUCTO DE FIBROCEMENTO DE SECCION CUADRADA",12846,2,7
"LAVADO Y SECADO DE ROPA HOSPITALARIA",65550,3,9
"ALARGUE PARA PAM CON PASE ROSCA EN LOS 2 EXTREMOS",17345,2,9
"POLVO PARA PREPARAR POSTRE DIETETICO",29817,2,1
"FILTRO DE EQUIPO DE VENTILACION",12463,2,12
"FILTRO PARA VENTILADOR BABY BIRD",18823,2,9
"CONEXION DUPLO PARA OXIGENO",18482,2,9
"VALVULA SOBREFLUJO CIRCUITO AMERICANO",21454,2,9
"CORTE Y PLEGADO DE CHAPA",12058,3,7
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI-SARAMPION",33458,2,6
"SANGRE DESFIBRINADA DE CABALLO",41682,2,6
